date,top10_ret,strategy_equity,benchmark_equity
2020-11-30,0.038223805910625186,1.0382238059106252,1.0147523382730772
2020-12-14,0.14524884337094987,1.189024612879329,1.2353408395001975
2020-12-29,0.12275997723094825,1.3349892472834324,1.3890672984749475
2021-01-13,0.001832568239481891,1.337435706178054,1.7955528910422185
2021-01-28,0.1669815849043585,1.5607628401033453,2.2364832955682385
2021-02-11,-0.02720314546525702,1.5183051815272464,2.0839670628041134
2021-02-26,0.04595895204228699,1.588084896550613,1.3267036709827533
2021-03-12,-0.03976862816874569,1.5249289387992906,1.5262222842299558
2021-03-26,-0.06771625559665778,1.4216664610128178,2.18853646808119
2021-04-12,0.03940605219371057,1.4776887237775367,3.1016115803935813
2021-04-26,-0.10931333287986018,1.316157644422427,2.6924330893323987
2021-05-10,0.047150246768503365,1.3782148021431966,1.9958257884576431
2021-05-24,0.20255927983007332,1.6573849999164694,2.654558147518688
2021-06-08,0.004090175933759266,1.6641639961561012,3.440016906084122
2021-06-22,-0.007990125712997509,1.6508671166197697,4.875778370883586
2021-07-07,-0.0376793094240072,1.5886635837147347,5.710169227075761
2021-07-21,-0.04405739272642556,1.5186712082968439,6.734858139760171
2021-08-04,-0.0313630787187041,1.4710410036432005,6.959759273420018
2021-08-18,0.07155233627994363,1.5762974242174645,8.412140837823872
2021-09-01,-0.05911873615794311,1.483108712688707,9.500539484839962
2021-09-16,-0.04147235436977983,1.421600702587173,6.950504542152714
2021-09-30,0.005058927109661671,1.4287924769206055,5.697644009301193
2021-10-14,-0.06078942735361871,1.3419370004414435,9.006802965969525
2021-10-28,0.11596775744597414,1.497558425016415,13.703693154561051
2021-11-11,-0.11548179871774303,1.324617684410609,15.586708650148474
2021-11-26,-0.00873206922252392,1.3130510310969563,13.802409875090277
2021-12-10,0.005616445678306858,1.320425710885957,13.34742617042395
2021-12-27,-0.07433602962201408,1.2222705061278694,13.913031904754124
2022-01-10,-0.06365943745495388,1.1444614532899875,7.211028788020773
2022-01-25,0.08301311962623949,1.2394667688195693,5.209710204885108
2022-02-08,-0.14911667864161005,1.054641600966547,4.215463182976938
2022-02-23,0.047677134496536974,1.104923890421472,3.139128791700734
2022-03-09,0.13375219457304213,1.2527098856015275,3.256271641911739
2022-03-23,0.009765491139752202,1.2649432128900493,6.4177984265010215
2022-04-06,-0.05356255718722356,1.1971896197110357,3.623499117396816
2022-04-21,-0.05935661817188913,1.1261284925744985,1.873895177322133
2022-05-05,-0.015301756140003587,1.1088967489988137,0.8827261568853885
2022-05-19,0.07633955047152584,1.1935494283367196,0.9623771229136172
2022-06-03,0.002584781580014228,1.1966344929139208,0.6556806903950045
2022-06-17,0.10282739719638789,1.3196813032156787,0.5823967912224673
2022-07-05,0.10875564212826035,1.463204090751559,0.7075562022796095
2022-07-19,1.0876916813101776,3.0547190083210523,1.2170970910359078
2022-08-02,0.2863899007427018,3.9295596819109626,2.1804883026961273
2022-08-16,-0.056230520783815206,3.708598494546026,1.6160716320111366
2022-08-30,0.00315480862639137,3.720298413068442,0.9517455665334308
2022-09-14,-0.0845851446541487,3.405616433642448,0.5455918513496836
2022-09-28,-0.03819527644903353,3.275537972480103,0.36706282697654713
2022-10-12,0.08507895653925021,3.5542173252834015,0.37906060456045476
2022-10-26,-0.07499153655001294,3.2876811068277223,0.3423803872121012
2022-11-09,0.17066826883184374,3.8487839498011693,0.6080739843314827
2022-11-23,0.14265083661820782,4.397816200203036,0.620778877240017
2022-12-08,0.018158886045953105,4.47767564343357,0.4542834678633685
2022-12-22,3.7080145721943225,21.080962178844835,0.2986571134341637
2023-01-09,0.21882774496958515,25.694061594230565,0.517125412582029
2023-01-24,0.1912042450859479,30.60687524454727,0.9925178312698311
2023-02-07,-0.029650301459745742,29.69937216680561,1.078585814321047
2023-02-22,-0.006052042118748202,29.519630315551723,0.8711512643024767
2023-03-08,-0.06941645818750161,27.47048213204172,1.0255515191673719
2023-03-22,9.086813392376048e-05,27.472978323491045,1.6287934526601984
2023-04-05,-0.019290955739211392,26.942998314628266,1.816997986305708
2023-04-20,-0.04426348566504795,25.75040729495531,1.7996380249049282
2023-05-04,0.11389134391801807,28.683155788214105,2.413864768140745
2023-05-18,0.28213697377168306,36.775734560522565,3.9436513464971314
2023-06-02,0.07712641048860888,39.61211496025755,6.2625272701136385
2023-06-16,0.025834511357933066,40.63547459411007,7.360249863612873
2023-07-03,0.1134402112415798,45.24517141596777,9.401248229638245
2023-07-18,0.026888015978977296,46.46172430797188,11.0158248195545
2023-08-01,-0.02300016007950676,45.39309721131861,8.662043750601695
2023-08-15,-0.027695993433462164,44.13589028902942,7.263864605380679
2023-08-29,0.02457941469170105,45.220724639230895,9.825264683291204
2023-09-13,-0.04321712565310655,43.26641490037272,7.246003045782149
2023-09-27,-0.02916566316468374,42.004521217045,6.965563055940816
2023-10-11,-0.10351746094469265,37.65631983245903,6.845497678770677
2023-10-25,0.010761282240262982,38.06155011830574,6.387227723461977
2023-11-08,0.10902269320672975,42.21112281982635,12.424061486620687
2023-11-22,0.3754798098640362,58.06054719036223,14.109539032870645
2023-12-07,0.11962122237435786,65.00582081699744,20.21496399196087
2023-12-21,0.12492798718158485,73.12686716675171,21.828645893160086
2024-01-08,-0.02567014585022833,71.24968982101092,26.491416068663348
2024-01-23,-0.0005761467644596286,71.2086395427518,35.647416776730786
2024-02-06,0.08746034145798764,77.43657147191963,41.352640347844606
2024-02-21,0.05816973313666206,81.94103616945925,48.659237533935695
2024-03-06,0.04650135458745717,85.75140534763892,50.08010366635087
2024-03-20,0.11089044926219915,95.26041721150355,54.5962575201754
2024-04-04,-0.01392161761758206,93.93423810899367,45.882674000588224
2024-04-18,0.13056629340947373,106.19888340312791,35.51131099273864
2024-05-02,0.1128582951703532,118.18430833300003,54.622377278510484
2024-05-16,0.033533809890510746,122.14747846068036,70.61546690416368
2024-05-31,0.0065888190943075966,122.95228609908361,89.95805890302866
2024-06-14,0.08306628872382861,133.16547619544488,124.3234184044995
2024-07-01,0.1789264657780276,156.9923042147439,167.77157238273685
2024-07-16,-0.042159419915389816,150.37359973786988,100.60861451839263
2024-07-30,-0.04572097104115117,143.49837273890108,64.53963389000812
2024-08-13,0.18761988481500816,170.4215209033148,113.81156614636018
2024-08-27,-0.024635871642095963,166.22303818928998,86.04057697198537
2024-09-11,0.11112227779374899,184.6941208146812,120.08020685021424
2024-09-25,0.06753843688223479,197.16807303584338,141.48060873768338
2024-10-09,0.2677581542317463,249.96143234535094,163.15667838552653
2024-10-23,0.24628704214786667,311.52369416873154,164.3727708928685
2024-11-06,-0.04025261945279892,298.9840494568275,219.13732335123365
2024-11-20,0.17051021768000163,349.96388481255957,237.1663443500406
2024-12-05,-0.03686839843409383,337.0612768697468,311.7984374278325
2024-12-19,0.06389008531496268,358.59615060532514,283.6666669024454
2025-01-06,0.004139481598943839,360.0805527722079,258.99222189015296
2025-01-22,0.02825031283290349,370.2529410330676,301.0550474160041
2025-02-05,-0.08786699950286805,337.7199260473796,359.91367383487227
2025-02-20,-0.10681289975591597,301.6470814409055,216.46529844873018
2025-03-06,0.10262605929041375,332.60393270564015,121.0998013072466
2025-03-20,-0.08090113266551893,305.69589782074786,119.88068816211664
2025-04-03,0.057813987588084884,323.36939666308507,57.66147382598475
2025-04-17,0.22923406598794022,397.49667827623114,96.32863423805568
2025-05-02,-0.05902541313687498,374.0342726204411,196.35102098086938
2025-05-16,-0.008438851060102958,370.8778531024232,276.06778748266737
2025-06-02,0.019918183040792136,378.26506606629334,348.51782954236177
2025-06-16,0.1964938944388996,452.591842027847,413.1925484340188
2025-07-01,0.25013130700374075,565.7992310135029,553.2236896327333
2025-07-16,0.01712313341765498,575.4874867337537,660.9296299453272
2025-07-30,0.1178954640797633,643.3348510543262,709.2807563772838
2025-08-13,0.029995156337773256,662.6317804892387,752.7577943771279
2025-08-27,-0.0398483677307722,636.2269856302073,803.4251195189746
2025-09-11,0.07666458289818599,685.0030621121174,1108.6397109070256
2025-09-25,0.16241110250886265,796.2551646516932,1313.2996625957742
2025-10-09,-0.011244331563556875,787.301807571155,1297.9099821408192
2025-10-23,-0.06587759854965268,735.4362551545665,1858.4770254367609
2025-11-06,-0.012916191176972736,725.9372198845133,1393.465836848994
